N,n_x,n_b,n_trunc,p_obs,pg,status,H_min_bits,runtime_sec,num_constraints,num_blocks,num_words_per_block
0.30394736842105263,2,2,0,"[[0.1350942775186757, 0.8649057224813244], [0.8649057224813244, 0.1350942775186757]]",0.9999995496221191,optimal,6.497580815877326e-07,1.0872031459584832,91,2,46
0.32263157894736844,2,2,0,"[[0.12797549001178177, 0.8720245099882182], [0.8720245099882182, 0.12797549001178177]]",0.9999999900018162,optimal,1.4424330310781345e-08,1.0223328860010952,91,2,46
0.34131578947368424,2,2,0,"[[0.12131370446867673, 0.8786862955313233], [0.8786862955313233, 0.12131370446867673]]",0.9999999878170378,optimal,1.7576299248594675e-08,1.069174992153421,91,2,46
0.36,2,2,0,"[[0.11506967022170828, 0.8849303297782918], [0.8849303297782918, 0.11506967022170828]]",0.9999999982954892,optimal,2.4590892151343684e-09,1.043086871970445,91,2,46
0.005,2,4,0,"[[0.19179765125434867, 0.2519708907365089, 0.27811572900457127, 0.27811572900457115], [0.27811572900457115, 0.27811572900457127, 0.2519708907365089, 0.19179765125434867]]",0.7994878581693667,optimal,0.3228519712403621,6.203384181018919,291,4,72
0.02368421052631579,2,4,0,"[[0.13345854271204233, 0.24566118909541362, 0.310440134096272, 0.310440134096272], [0.310440134096272, 0.310440134096272, 0.24566118909541362, 0.13345854271204233]]",0.8335277512566053,optimal,0.26269786216182334,5.991857550106943,291,4,72
0.042368421052631576,2,4,0,"[[0.10317654470809079, 0.23711344795010478, 0.32985500367090226, 0.32985500367090215], [0.32985500367090215, 0.32985500367090226, 0.23711344795010478, 0.10317654470809079]]",0.8654551084956197,optimal,0.20846910652641928,5.925522785168141,291,4,72
0.061052631578947365,2,4,0,"[[0.08256698700739817, 0.22802373991846714, 0.34470463653706734, 0.34470463653706734], [0.34470463653706734, 0.34470463653706734, 0.22802373991846714, 0.08256698700739817]]",0.8899653570871402,optimal,0.16817891625924822,5.877668367931619,291,4,72
0.07973684210526316,2,4,0,"[[0.06730607733593807, 0.21881438550351875, 0.35693976858027154, 0.35693976858027165], [0.35693976858027165, 0.35693976858027154, 0.21881438550351875, 0.06730607733593807]]",0.9093498487171097,optimal,0.1370926542558036,5.881380046950653,291,4,72
0.09842105263157895,2,4,0,"[[0.055511464776167974, 0.20967311212718281, 0.3674077115483246, 0.36740771154832463], [0.36740771154832463, 0.3674077115483246, 0.20967311212718281, 0.055511464776167974]]",0.925229051290406,optimal,0.11211752898395401,5.85576898814179,291,4,72
0.11710526315789474,2,4,0,"[[0.046156199738277115, 0.20070102842236953, 0.37657138591967665, 0.3765713859196767], [0.3765713859196767, 0.37657138591967665, 0.20070102842236953, 0.046156199738277115]]",0.9384869156765547,optimal,0.09159146365128312,5.933043570956215,291,4,72
0.13578947368421052,2,4,0,"[[0.03860599702015005, 0.1919574685156752, 0.3847182672320874, 0.38471826723208735], [0.38471826723208735, 0.3847182672320874, 0.1919574685156752, 0.03860599702015005]]",0.9496789686864504,optimal,0.0744881904514791,5.8388075770344585,291,4,72
0.15447368421052632,2,4,0,"[[0.03243698726284455, 0.1834783589257007, 0.3920423269057274, 0.3920423269057274], [0.3920423269057274, 0.3920423269057274, 0.1834783589257007, 0.03243698726284455]]",0.959178826986846,optimal,0.06012828198407431,5.804139971034601,291,4,72
